,Polarity,ids,date,flag,user,Tweet
60299,0,1686367152,Sun May 03 05:06:45 PDT 2009,NO_QUERY,lauren_kobus,@catherine_smith @patriciabucaro @katherinekeogh @anmeixner @danielle_hirsch.. Miss you all soooo much alreadyy!!! 
479150,0,2178777599,Mon Jun 15 08:11:28 PDT 2009,NO_QUERY,CariShay,"Sad I can't go to idol auditions with Paige, Ross, and Tommy "
500496,0,2186861554,Mon Jun 15 19:26:38 PDT 2009,NO_QUERY,mihirai,Pins in my hand for the lose. 
263586,0,1986588714,Sun May 31 19:02:35 PDT 2009,NO_QUERY,JadeBudowski,watching the mtv awards with an icepack on my face. not.fun. 
518366,0,2191523399,Tue Jun 16 05:27:14 PDT 2009,NO_QUERY,cheesybeard,ugh. Headache...still 
364540,0,2048235893,Fri Jun 05 14:52:40 PDT 2009,NO_QUERY,valpatsx,Doingg revisionn 
339023,0,2014556787,Wed Jun 03 01:55:54 PDT 2009,NO_QUERY,daniceh,also - still confused as to why twitter wont let me put pic up  it hates me.
2083,0,1468299331,Tue Apr 07 00:49:53 PDT 2009,NO_QUERY,UnmistakableRFC,"@nick_carter Time for Warcraft yes, but for a simple game of a group of fans no  Just let us know if u figure it out, you want the prize?"
280654,0,1992110927,Mon Jun 01 08:13:00 PDT 2009,NO_QUERY,alainal121,Had a great time yesterday in Lawrence and is back to the daily grind today 
559323,0,2204953688,Wed Jun 17 03:34:16 PDT 2009,NO_QUERY,SleazyP,@calvinharris yeah they did.. but it went back to the future 
16114,0,1555787030,Sat Apr 18 20:41:32 PDT 2009,NO_QUERY,bcburkha,Is wondering if the deployment will go by fast this time....  Hard to not think about anymore... especially at night.
477015,0,2178047702,Mon Jun 15 07:06:57 PDT 2009,NO_QUERY,sdc2011,"i ran over a kitten this morning, and didn't know.. worst day ever, about to start cryinggg "
328805,0,2010915824,Tue Jun 02 18:10:39 PDT 2009,NO_QUERY,tmstier,@chrisplamann what kind of dumb luck is that?  
650041,0,2237453715,Fri Jun 19 05:49:39 PDT 2009,NO_QUERY,Dailanche,I'm shameless but I need it: someone hugs me please? I could do with some snuggles as my head is killing me 
330737,0,2012381052,Tue Jun 02 20:33:03 PDT 2009,NO_QUERY,albertxii,@melanoidmusic way to get my hopes up.   
304601,0,1999776538,Mon Jun 01 20:48:11 PDT 2009,NO_QUERY,Chantal_174,@ChadMichMurray really sucks that your leaving the show 
559708,0,2205038517,Wed Jun 17 03:47:48 PDT 2009,NO_QUERY,ghail01,had difficulty in going home 
82144,0,1752962371,Sat May 09 23:36:27 PDT 2009,NO_QUERY,OhHelloKelly,Cynthia is being mean. 
585604,0,2215687641,Wed Jun 17 18:28:41 PDT 2009,NO_QUERY,geotube0890,i hate my father he is fat ugly and he sucks!  i want to be alone father day  ugh!
548727,0,2202447854,Tue Jun 16 21:48:46 PDT 2009,NO_QUERY,SweetestMuse,@EmmaStOne um...I'm trying to post it w/the @ sigh from my phone 
419093,0,2061912289,Sat Jun 06 21:53:54 PDT 2009,NO_QUERY,christiealexa,"@krysti_leonard I love you so much and I hope you can love me, even if I can't go to Florida. I still want to, but I don't know. "
257371,0,1984948893,Sun May 31 16:07:35 PDT 2009,NO_QUERY,leighannirvine,@Trucco905 yeah i have these extra strength things my mum takes for her leg! and no chemist will be open when i go... god! 
348860,0,2016925000,Wed Jun 03 07:34:51 PDT 2009,NO_QUERY,missEmerica,Wow what a morning  but I got in the car and my great day song was on so time restart refresh and be my best!!! Let's get it!!!!
205555,0,1972908273,Sat May 30 10:06:45 PDT 2009,NO_QUERY,karlalala,"spent the hottest day of the year so far inside, making a dress out of post its for my housemate! "
477642,0,2178286117,Mon Jun 15 07:28:33 PDT 2009,NO_QUERY,lalalindseyyy,bye bye bonnaroo  first stop: drive-thru starbucks. gimme that venti
436412,0,2065661528,Sun Jun 07 09:02:46 PDT 2009,NO_QUERY,AryIrigoyen,@tommcfly: I want to go today to the concert  i love mcfly
618231,0,2227449729,Thu Jun 18 13:12:40 PDT 2009,NO_QUERY,thattwigga,have class in an hour n 18 minutes...i dnt wanna go 
31010,0,1563915110,Mon Apr 20 00:51:22 PDT 2009,NO_QUERY,naaywiira,"I want cold  snow, cold, hot chocolate *_____* brazil so hot '-'"
612687,0,2225076838,Thu Jun 18 10:16:54 PDT 2009,NO_QUERY,LaLaCrashTragic,"I love my cat @LillyTheMeow, but I feel really guilty when I run out of canned food for her like tonight.  I'm sorry schatz &lt;333"
146109,0,1882397605,Fri May 22 06:47:56 PDT 2009,NO_QUERY,jess_roz,in the summertime i constantly have the sensation of bugs or crawling on my skin 
597920,0,2219388093,Thu Jun 18 00:25:27 PDT 2009,NO_QUERY,kathrynbunghole,I wish tomorrow could be like today.  i wish everyday could be like today.
43335,0,1676472518,Fri May 01 22:08:53 PDT 2009,NO_QUERY,_writersblock_,@TRACTAHPULL WTF!? DJ bunny gets on and no one texts me about it!? DJ...you're on my shit list now... 
338496,0,2014440522,Wed Jun 03 01:32:16 PDT 2009,NO_QUERY,Chucky666,Does not want to go to school today  But I'm going to have to . . .
278645,0,1991581902,Mon Jun 01 07:17:58 PDT 2009,NO_QUERY,Nikolaaaa,"That went shit. Pure, unadulterated shit.  Least it's over with!  Life, how i've missed you so! "
626258,0,2230530613,Thu Jun 18 17:14:37 PDT 2009,NO_QUERY,mcwneks,after such a good run at the # 20/20 the south african's are out 
431852,0,2064630794,Sun Jun 07 06:46:57 PDT 2009,NO_QUERY,pomacious,@divasoria looks like fed will win!!!!  but then there's still hope!
204537,0,1972642561,Sat May 30 09:36:37 PDT 2009,NO_QUERY,Ultimation,"@OPM_UK It looks horrible to me, I'l keep my old one if it true "
733661,0,2264368029,Sun Jun 21 03:38:53 PDT 2009,NO_QUERY,roxybella143,On my way to airport.  Pray the weather holds up! First stop ATL which makes me sad since it's where dad lives but I can't see him 
322678,0,2004537728,Tue Jun 02 08:21:21 PDT 2009,NO_QUERY,Clairestein,I am ridiculously tiiiired 
214783,0,1975317482,Sat May 30 14:54:21 PDT 2009,NO_QUERY,ZoeLouise546,Southend Tommorow Supporting People At The Race For Life Marathon. My Cousin &amp; Aunty Are Running For My Grandad Who Died Of Lung Cancer 
340529,0,2014859126,Wed Jun 03 02:55:30 PDT 2009,NO_QUERY,babyboy_max,"Back to work after a 24/5 steamy sexy touchy escape from reality.. So needed, so fast.. "
632139,0,2232569394,Thu Jun 18 20:05:30 PDT 2009,NO_QUERY,suzaphone21,I can't think of anything to tweet about and this is making me really sad   Damn you twitter for ruining my life!
161062,0,1957206401,Thu May 28 23:49:19 PDT 2009,NO_QUERY,delboy1203,@GoblinZA Can't access your site! 
193852,0,1970158135,Sat May 30 02:41:38 PDT 2009,NO_QUERY,Susanbish,I'm so feckin tired  
398829,0,2056993012,Sat Jun 06 12:10:21 PDT 2009,NO_QUERY,lillard,@frodjo and all day im waiting for bruno he went off suddenly yesterday  and i dunno what has happened 
543534,0,2200808954,Tue Jun 16 19:24:13 PDT 2009,NO_QUERY,stinababyyy,Sad..lonely..and bored 
358735,0,2045412644,Fri Jun 05 10:41:19 PDT 2009,NO_QUERY,AmyLynnHand,Craig is going to a funeral  Sad sad thing happened.
393488,0,2055411602,Sat Jun 06 09:16:02 PDT 2009,NO_QUERY,mkoreanprincess,"Look forward to sitting out in the sun, guess not there are clouds "
276193,0,1990977651,Mon Jun 01 06:09:18 PDT 2009,NO_QUERY,nazzyjacobs,@frhnhzolkefli  I could give you a hug.  Even though you dont like hugs. &amp; you still didn't reply my text...
455716,0,2071031369,Sun Jun 07 18:43:01 PDT 2009,NO_QUERY,xXMyraJXx,"so close to sinking, "
188048,0,1968796835,Fri May 29 22:14:25 PDT 2009,NO_QUERY,iflizi,@1TIFFANYNICOLE nope. Cnt yet (at least no club environment)  
245205,0,1981951219,Sun May 31 10:13:25 PDT 2009,NO_QUERY,ImTheNiceGuy,"bad week to be a geek, E3 starts tomorrow which means a lot of people telling me what to spend my money on.  I'm doomed "
710831,0,2258033734,Sat Jun 20 15:17:01 PDT 2009,NO_QUERY,NuNuDollie,@Kgreenel Last time I went away I forgot to pack my camera!   lol
630987,0,2232175524,Thu Jun 18 19:33:17 PDT 2009,NO_QUERY,Pr1ps,meh. I can't access my email 
294981,0,1996745406,Mon Jun 01 15:36:56 PDT 2009,NO_QUERY,ohfennsiv,@GaleBeggy I wake up every night in a cold sweat due to nightmares of a Xandaxs invasion. 
601871,0,2221251762,Thu Jun 18 05:01:05 PDT 2009,NO_QUERY,leeZAP,@claudiachaouka1 LMAOO ! why would i be 100 
133545,0,1836027021,Mon May 18 07:13:46 PDT 2009,NO_QUERY,jaceypants,"@missflipflop sry, I just got a little emotional when I read his tweet. wld have liked 2 be on the cruise, just not feasible at the time "
775465,0,2321851518,Wed Jun 24 21:39:52 PDT 2009,NO_QUERY,3lbsofluv,i installed the 3.0 software on my iPhone 2G and now I can't play my old games 
107515,0,1823964681,Sat May 16 23:34:17 PDT 2009,NO_QUERY,DjVNice,had so much fun DJing!!! Too bad it got shut down early 
621759,0,2228937108,Thu Jun 18 15:04:30 PDT 2009,NO_QUERY,hollysw,I feel kinda bad cuz I'm at my g-mas (again) and this time I'm sleeping over and I'm upstairs tweeting... 
383280,0,2053165110,Sat Jun 06 03:31:47 PDT 2009,NO_QUERY,kurishi,what happened to the weather? 
605696,0,2222347273,Thu Jun 18 06:51:19 PDT 2009,NO_QUERY,aileenkaye,missing splotchy.. 
165697,0,1961001719,Fri May 29 08:50:09 PDT 2009,NO_QUERY,chriswalts,@hummingbird604 yeah it can be tough some times.. 
350831,0,2018076507,Wed Jun 03 09:24:01 PDT 2009,NO_QUERY,87sal87,Another song I adore but had forgotten about http://bit.ly/2I4Bi  Not a good day to listen to it though 
101725,0,1794583115,Thu May 14 06:08:02 PDT 2009,NO_QUERY,corterjay,can't find his car!!! I think it was towed  But WHY!?! Aaaahhh. I have the WORST car trouble!!
89238,0,1755240891,Sun May 10 08:37:43 PDT 2009,NO_QUERY,MIKEEMAC69,Done decorating for 2day now the garden 
796153,0,2327642533,Thu Jun 25 08:36:16 PDT 2009,NO_QUERY,KoRnpedo,@LogicalThoughts wat about me ? r u guys eating ? im starving :S ... 
681546,0,2249765447,Fri Jun 19 22:58:42 PDT 2009,NO_QUERY,LimeLight773,"Just got off the phone with the future, and yes we are fighting again "
789184,0,2325319016,Thu Jun 25 05:13:08 PDT 2009,NO_QUERY,jrsyke,I miss seeing the sunrise in tempe  too cloudy these days
4264,0,1468783059,Tue Apr 07 03:42:43 PDT 2009,NO_QUERY,onZofranom,Im still waiting for my Phone  x
134042,0,1836150687,Mon May 18 07:28:11 PDT 2009,NO_QUERY,iloveedward78,im following robert pattinson but i doubt he is ever going to add me 
17598,0,1556336642,Sat Apr 18 22:27:15 PDT 2009,NO_QUERY,ziggy_homicide,I'm super disappointed in myself  i bit off all my pretty nails
757338,0,2295289446,Tue Jun 23 07:44:05 PDT 2009,NO_QUERY,max54321,i'm getting bored by greenday's newest songs - what is happening?!? they used to be so awesome 
505012,0,2188283705,Mon Jun 15 21:37:07 PDT 2009,NO_QUERY,aaronshust,SHOW IN OMAHA TODAY!  never made the tour page.   but it's happening.
129401,0,1835099880,Mon May 18 05:08:13 PDT 2009,NO_QUERY,thiano08,gotta study again! back to exams tomoro 
210599,0,1974280721,Sat May 30 12:48:24 PDT 2009,NO_QUERY,KaNdEeBx,"@Neen0 Awwww SaMe HeRe, I wEnT To ReAcH OuT 4 u N u WeReNt ThErE "
394154,0,2055568271,Sat Jun 06 09:33:19 PDT 2009,NO_QUERY,pinksugacupcake,@Chriscarroll50 there is nothing good on tv. 
2499,0,1468387739,Tue Apr 07 01:21:40 PDT 2009,NO_QUERY,CraigMarr,"in zombie mode today, kids are ill and kept me up till 2.30am . Up for work at 6am "
262124,0,1986101847,Sun May 31 18:19:33 PDT 2009,NO_QUERY,all4PrincessM,@itsallaboutme01 http://twitpic.com/6d5g9 - no pic 
623350,0,2229525025,Thu Jun 18 15:50:44 PDT 2009,NO_QUERY,jessmerrill,@whitneyricketts WHAT?! you dislike indoor plants? but why? 
87790,0,1754600369,Sun May 10 06:48:39 PDT 2009,NO_QUERY,lisatufton,Aww i always get sad when shipwrecked finishes 
94219,0,1770975515,Mon May 11 22:48:00 PDT 2009,NO_QUERY,LinkChip,@livingdeath tr??t �i! 5 v� l?n! 
719395,0,2260584296,Sat Jun 20 19:27:16 PDT 2009,NO_QUERY,DominiqueVance,can't seem to get my shit together today. have had up to 5k chips but not made it thru 1st round at all. one more chance. 
765467,0,2299469724,Tue Jun 23 12:57:35 PDT 2009,NO_QUERY,Ginger_Billie,I'm cooolllll 
243302,0,1981513804,Sun May 31 09:18:47 PDT 2009,NO_QUERY,i_am_the_grail,i need to pack but i really cant be bothered. it means i'm leaving 
451787,0,2069858242,Sun Jun 07 16:39:25 PDT 2009,NO_QUERY,SueBirdFan,But I know it's going to hurt pretty bad. 
118551,0,1827860237,Sun May 17 11:35:54 PDT 2009,NO_QUERY,athenadeededee,Is there an indoor dog park in atlanta? 
610365,0,2224107199,Thu Jun 18 09:05:47 PDT 2009,NO_QUERY,wannagofastt,£150 out of pocket  Crash &amp; Learn....
500775,0,2186964603,Mon Jun 15 19:35:33 PDT 2009,NO_QUERY,allieattech,So disappointed! Just found out that my Ballys is closing in 2 weeks!  I'm truly really sad..
395350,0,2056005295,Sat Jun 06 10:21:06 PDT 2009,NO_QUERY,xstevix,i very very unburnt 
617848,0,2227268294,Thu Jun 18 12:59:16 PDT 2009,NO_QUERY,PiecePerry,still suffering from headaches. 
564506,0,2206222324,Wed Jun 17 06:12:13 PDT 2009,NO_QUERY,titanialyn,is working a golf outing.... in the rain 
317349,0,2002598151,Tue Jun 02 04:40:08 PDT 2009,NO_QUERY,georgiasdfgh,@marikaday i wanna know ! :| why can`t they give it early. 
506338,0,2188625014,Mon Jun 15 22:14:42 PDT 2009,NO_QUERY,bisante,"@Imcooladmitit okay, it's 100 for the night "
572781,0,2209540438,Wed Jun 17 10:30:23 PDT 2009,NO_QUERY,lizmarasse,nice walk outside...now its back to work 
551255,0,2203113583,Tue Jun 16 23:03:23 PDT 2009,NO_QUERY,kellifrmcompton,@vikkiesayah hahha fuck youu ! were the worstt 
676797,0,2248500162,Fri Jun 19 20:43:22 PDT 2009,NO_QUERY,xcori,@amandapalmer boo. just washed my face ...  #lofnotc
116989,0,1827554674,Sun May 17 10:57:36 PDT 2009,NO_QUERY,joshx413,@MiChA3LdAc7 sorry that you have to see the Yankees play  lol. Jk
520157,0,2192031629,Tue Jun 16 06:23:38 PDT 2009,NO_QUERY,jonasgirlie,@destenee http://twitpic.com/6wz4v - i kinda miss school already 
383503,0,2053210822,Sat Jun 06 03:42:34 PDT 2009,NO_QUERY,westmeadhawk,Went to the Gardening Club that I have killed myself to set up - no-one showed   Never mind we potted on some little cherry tomato babies
624784,0,2230017262,Thu Jun 18 16:31:32 PDT 2009,NO_QUERY,kelsd,Do not want to go to vermont 
592316,0,2217925479,Wed Jun 17 21:36:04 PDT 2009,NO_QUERY,SoundExecution,@NicRamirez my wisdom tooth is growing in 
338122,0,2014360041,Wed Jun 03 01:16:14 PDT 2009,NO_QUERY,ViciousPotato,"@rileyclarkson Oh, it's awful! To make matters worse, half the time I just leave it as is. "
408500,0,2059421795,Sat Jun 06 16:54:08 PDT 2009,NO_QUERY,webwoke,aughh... drop by 3  86. evilscience.org
290234,0,1995295401,Mon Jun 01 13:15:44 PDT 2009,NO_QUERY,ZackTanner,@delaneycampbell ahh I wish I could make it better but I'm trapped 
763778,0,2298546592,Tue Jun 23 11:48:48 PDT 2009,NO_QUERY,MeganoE,"ugh, why is it so hard to find a job now? and believe me i need one bad! "
586816,0,2216092262,Wed Jun 17 19:01:43 PDT 2009,NO_QUERY,gregeliason,@SexDrugsAlcohol Im told you just left chat before i joined. I am now sad. I miss my fake husband 
42460,0,1676117289,Fri May 01 21:08:37 PDT 2009,NO_QUERY,rettyhasadd,is wishing that is was october 
473167,0,2177009486,Mon Jun 15 05:15:18 PDT 2009,NO_QUERY,draykonis,@eowynginevra I don't know if they're doing more episodes of Red Dwarf or whether the Back to Earth thing was just a one time deal. 
773687,0,2305927636,Tue Jun 23 21:31:14 PDT 2009,NO_QUERY,Jaaycooxo,"@F911 It was TERRIBLE!  It was really hard, I could've cried. lol &amp; I'm jealous that your watching Transformers tonight!"
477648,0,2178287412,Mon Jun 15 07:28:40 PDT 2009,NO_QUERY,jenQuirk,@KariAbra awwwwwww we miss you too   
123796,0,1833979167,Mon May 18 01:10:00 PDT 2009,NO_QUERY,SharatJaswal,Looks like too many twitter accounts getting suspended... Last hit was of my friend Chetan Bhawani. Not sure why? 
119883,0,1832138276,Sun May 17 20:13:13 PDT 2009,NO_QUERY,menendezm08,Going to bed..tomorrow is monday 
639671,0,2234779902,Thu Jun 18 23:44:12 PDT 2009,NO_QUERY,UncannyCalyn,How come I didn't know we were supposed to get this storm? Wtf. Basement window opened and water poured in. Fml. 
500465,0,2186856052,Mon Jun 15 19:26:10 PDT 2009,NO_QUERY,JillyBritish876,"Long day at school and studyin and all now the day continues,,,, RUNS HOUSE finally bck on and im now married 2 chemistry  bt im good tho"
248098,0,1982631570,Sun May 31 11:35:40 PDT 2009,NO_QUERY,herseykiss24,"Freaking tired of her azz being mad all the freaking time, time for her to scratch her azz and get glad....ughhhhhh "
654885,0,2239669982,Fri Jun 19 08:49:33 PDT 2009,NO_QUERY,jpatrick2189,Waiting for the attorney to send me a taxi. 
636407,0,2233907380,Thu Jun 18 22:05:54 PDT 2009,NO_QUERY,paidprincess,I wanna see that Denzel Movie . But people don't wanna go with me    Still gettin the hair done
23385,0,1557710415,Sun Apr 19 05:37:50 PDT 2009,NO_QUERY,shonali,Good morning. Yesterday was a helluva day. I'm still tired. 
684485,0,2250536861,Sat Jun 20 00:47:22 PDT 2009,NO_QUERY,overhope,@EllabellCullen3 *smiles* i would have helped but i wasnt there. 
85721,0,1753916541,Sun May 10 04:06:49 PDT 2009,NO_QUERY,Holleybee,@veryweirdguy I only had enough milk for one cup 
416258,0,2061264962,Sat Jun 06 20:30:41 PDT 2009,NO_QUERY,jamild,I'm starting to get sad; rumors no chrome outline on new iPhone? 
764530,0,2298898541,Tue Jun 23 12:15:00 PDT 2009,NO_QUERY,OlaAu,"damn, missed the first episode of Psychoville, the new Reece Shearsmith and Steve Pemberton series on BBC "
505265,0,2188349326,Mon Jun 15 21:44:13 PDT 2009,NO_QUERY,MissAshleyCook,finals started today... ickkkkky! I love my friends and I'm sorry that I will be mia the rest of the week 
796808,0,2327916983,Thu Jun 25 08:56:52 PDT 2009,NO_QUERY,vivyvivin,"My twitterberry doesn't work and connected at all. Oh wats wrong with you,baby? "
587628,0,2216388165,Wed Jun 17 19:25:02 PDT 2009,NO_QUERY,RyMB,"No Frosty tonight  made a tasty sundae instead. Crumbled graham crackers, vanilla ice cream and magic shell topping."
460154,0,2072351084,Sun Jun 07 20:51:35 PDT 2009,NO_QUERY,chinadoll210,"Yeah, i guess for you it was just a &quot;hit it, and quit it.&quot;  asshole."
3278,0,1468560841,Tue Apr 07 02:25:16 PDT 2009,NO_QUERY,lilprincstasha,Beeen Awake for awile.. Sick 
250254,0,1983170187,Sun May 31 12:38:23 PDT 2009,NO_QUERY,Lazza1307,"@tommcfly there is a preview of new moon... im so excited :p, we dont get to see it in the uk till tomorrow night @ 9 on mtvone "
659785,0,2242270471,Fri Jun 19 11:59:06 PDT 2009,NO_QUERY,LiverpoolFC_18,Rafael Nadal pulls out of Wimbledon 2009  Hope Murray or Federer don't win now.
762537,0,2297935046,Tue Jun 23 11:03:17 PDT 2009,NO_QUERY,inked_dp,"@binglovesliz ugh..again, not my sizes!!  #trackle #squarespace but I'm going to keep looking!!"
279724,0,1991866571,Mon Jun 01 07:48:08 PDT 2009,NO_QUERY,teeandtee,"@deedz you're rite, i should! i'll see if i can fix it later. i gotta stuuuudyyyyyyy  buuuuuuuuuuuuuu! have you seen the New Moon trailer?"
278145,0,1991456501,Mon Jun 01 07:04:22 PDT 2009,NO_QUERY,hatsukisuflower,"I know he knows i am there, but he doesn't wait for me "
755869,0,2288474056,Mon Jun 22 19:12:31 PDT 2009,NO_QUERY,dougdan24,Trying to get Twitter to work through Fuser.  No luck yet.  
393532,0,2055424465,Sat Jun 06 09:17:26 PDT 2009,NO_QUERY,musikgrl1010,is bored... BUT ITS SUMMMER!!! the dance last night was amazing!!! i had so much fun... but noone asked me to dance during the slow songs 
466142,0,2175497962,Mon Jun 15 01:09:19 PDT 2009,NO_QUERY,missstarryeyez,@PresidentNickJ Perfect song for today. Today is 3 years since my uncle passed away from cancer. 
648188,0,2236966355,Fri Jun 19 04:55:08 PDT 2009,NO_QUERY,dontforgetchaos,@Stefni127 No weekend for me  working until Wed next week  Feeling sorry for me yet? Any sympathy? Sobbing sniffle 
310317,0,2001078792,Mon Jun 01 23:46:46 PDT 2009,NO_QUERY,Adoreana,"@23inchwaist oh man, I effing know! Me too.  I feel so horrible right now, ick. It's so tempting at night."
770629,0,2302055725,Tue Jun 23 16:16:35 PDT 2009,NO_QUERY,BrittneyNicole4,I cannot find the correct lyrics to the song Cassie anywhere! It's making me mad. 
146489,0,1882496183,Fri May 22 06:58:46 PDT 2009,NO_QUERY,TSG1899FAN,"Selling my Schalke Ticket  Then I have to hurry home for the concert. The guest band starts at 18, but there is already a traffic jam"
88,0,1467835198,Mon Apr 06 22:26:08 PDT 2009,NO_QUERY,ItsBrigittaYo,why is it always the fat ones?! 
614373,0,2225837828,Thu Jun 18 11:12:31 PDT 2009,NO_QUERY,AwsmLifeOfLinda,a bit drunk after drinkin at school.. last day! 
115722,0,1827193314,Sun May 17 10:11:25 PDT 2009,NO_QUERY,laurenvharrison,im sooooooooo going to fail maths tomorrow  
595742,0,2218844697,Wed Jun 17 23:15:38 PDT 2009,NO_QUERY,GabeHumble,@GabrielSaporta The comments on your tumblr still aren't working. 
268264,0,1989367035,Mon Jun 01 01:16:43 PDT 2009,NO_QUERY,Lil_Les,thinks Tristan is getting sick 
437320,0,2065887793,Sun Jun 07 09:29:12 PDT 2009,NO_QUERY,C20182,@Dominic_Lopez my phone is jacked up I need a new batt I think do I haven't really been using it much only w/ plug 
754746,0,2288092545,Mon Jun 22 18:42:32 PDT 2009,NO_QUERY,thecitydivided,@adam234613 i don't want to be TOO tanned!! 
745110,0,2282167208,Mon Jun 22 11:01:33 PDT 2009,NO_QUERY,aura83,i know i was sorry for that..  amore mio please..just love.
410603,0,2059914235,Sat Jun 06 17:53:33 PDT 2009,NO_QUERY,naadei,"@DjDAX thiiiss iiss fuuun!! i only catched the last 5 minutes tho'  got outta tha shower, logged in and what do i see on twitter??"
162043,0,1957460018,Fri May 29 00:34:12 PDT 2009,NO_QUERY,DaniDanceDance,"@Jessicaveronica MARRRRRRRRRRY ME! &lt;3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you! "
653722,0,2239035640,Fri Jun 19 08:03:07 PDT 2009,NO_QUERY,averygoodyear,"also, found cute jean overall skirt thing, too short for Maia now tho  can't find her jeans, as usual..."
561888,0,2205530050,Wed Jun 17 04:56:19 PDT 2009,NO_QUERY,shinodarely,Augh stupid time of the month 
71586,0,1694005280,Mon May 04 00:39:44 PDT 2009,NO_QUERY,Abbie12,@chewwbear Oh yeah...lobsters! My dad asked me to buy him a fresh one. Yikes! Weather's not good.  Be going back in June. Yey!
143911,0,1881845376,Fri May 22 05:41:31 PDT 2009,NO_QUERY,foobjay,I want solo Ave Maria music. Can I find it? Nope 
432602,0,2064784528,Sun Jun 07 07:09:45 PDT 2009,NO_QUERY,tinkerberrypink,Flu &amp; Sore throat......ain't fun 
449208,0,2069191619,Sun Jun 07 15:25:44 PDT 2009,NO_QUERY,AliciaVelasquez,@amanda_cord  it's okay! hope will i am gets better!
175786,0,1964983071,Fri May 29 15:08:01 PDT 2009,NO_QUERY,Lil_MsSunshine,@aquafreak123   me too.  it depresses me thinking about it.
646100,0,2236434646,Fri Jun 19 03:41:58 PDT 2009,NO_QUERY,KayJ0715,@jsi5 http://twitpic.com/7rrf7 - Looks like an spider bite...I had that happen on my elbow and it was the itchiest thing ever! 
188863,0,1968966423,Fri May 29 22:40:11 PDT 2009,NO_QUERY,onnaboat,i should probably go to bed but i can't shut my brain off. 
441710,0,2067081929,Sun Jun 07 11:42:51 PDT 2009,NO_QUERY,lar103081,Why when I get a headache it always manages to migrate to my neck?  Stupid headache. 
416427,0,2061301194,Sat Jun 06 20:35:09 PDT 2009,NO_QUERY,margotgrantwitz,Is a red lobster 
678824,0,2249073666,Fri Jun 19 21:40:26 PDT 2009,NO_QUERY,nicolecasper3,is awake and watching twilight since there is no way i can go to sleep :/ darn afternoon naps 
650686,0,2237646597,Fri Jun 19 06:08:30 PDT 2009,NO_QUERY,usaCarolin,had to get up in the middel of the night-WTF - i had tornado warnings. 
490136,0,2183251565,Mon Jun 15 14:15:05 PDT 2009,NO_QUERY,whyme007,Watching the sun come up then getting ready for work 
669460,0,2246263724,Fri Jun 19 17:20:08 PDT 2009,NO_QUERY,Lou_webb,Are you a lesbian? .... News travels fast at college 
663451,0,2244129894,Fri Jun 19 14:20:30 PDT 2009,NO_QUERY,CocoaGeek,@jeff_lamarche Hope it's nothing serious! 
52545,0,1679762045,Sat May 02 10:07:10 PDT 2009,NO_QUERY,aarilove21,is awake 
689054,0,2251669391,Sat Jun 20 04:13:37 PDT 2009,NO_QUERY,alanwardle,@rik1p REPRESENTING YO!!!!  Ha ha.  Weather looks a damn sight nicer than it is in Newcastle today  P.S Boules??!
627166,0,2230835412,Thu Jun 18 17:40:25 PDT 2009,NO_QUERY,lost_dog,@pearlgirl I am lost. Please help me find a good home. 
475210,0,2177538158,Mon Jun 15 06:16:51 PDT 2009,NO_QUERY,kaxpaintsyoured,So long sweet summer 
564582,0,2206251168,Wed Jun 17 06:15:03 PDT 2009,NO_QUERY,jesseleecurry,@jessecurry you took my username  may I have it please?
201498,0,1971904652,Sat May 30 08:08:53 PDT 2009,NO_QUERY,hanwedge,fucking hates hayfever 
568718,0,2207648006,Wed Jun 17 08:12:15 PDT 2009,NO_QUERY,cassandrang,Who wants to join Youth Day's Comm's pity party? 
409168,0,2059581261,Sat Jun 06 17:13:15 PDT 2009,NO_QUERY,danaemillar,we lost the football match *quelle surprise! &lt;-- quelle drole* and i want kfc 
210158,0,1974154174,Sat May 30 12:33:01 PDT 2009,NO_QUERY,hollypowless,Wish i could do something for matt 
330123,0,2011956867,Tue Jun 02 19:50:21 PDT 2009,NO_QUERY,solovee,@joannaoh i dont have a camera phone right now 
525613,0,2193974362,Tue Jun 16 09:10:35 PDT 2009,NO_QUERY,claudiacan2,lost my HollywoodUnead tickets. The group i basically live for  ugh why me?!
43087,0,1676370824,Fri May 01 21:51:01 PDT 2009,NO_QUERY,CardsChic,@runnerblf Umm... what's that supposed to me? 
236648,0,1980039925,Sun May 31 05:28:23 PDT 2009,NO_QUERY,chasecupcakes,D: only just came back onto twitter 
683966,0,2250416157,Sat Jun 20 00:28:28 PDT 2009,NO_QUERY,CaesarsPalace,@dallasjunebug sorry Dallas -  daily giveaways start pretty soon though so hang in there.
17790,0,1556397708,Sat Apr 18 22:40:57 PDT 2009,NO_QUERY,ameym21,@ttaasshhaa Essendon lost by 2 goals  Scores just came on the big screen here.
180066,0,1966461435,Fri May 29 17:48:37 PDT 2009,NO_QUERY,beyoncerockzz,bored... xD maybe i should watch WRESTLING...i miss my Jeffy...  )) xD
633124,0,2232901237,Thu Jun 18 20:33:12 PDT 2009,NO_QUERY,mizz_mariel,@RedJeans542 Why don you hate me and never respond to my tweets...it makes me sad panda 
